OrderDate,OrderNo,ItemName,PendingQty,Rate,ValueAmount,DueOn,DueDays
2025-05-26,SO/2025-26/623,DURASHINE LINER (B) 12 X 37 MM,,1580.34,79017.00,2025-05-31,297
2025-05-26,SO/2025-26/623,DURASHINE PANEL RIB 12 X 37 MM (A W),,1580.34,39508.50,2025-05-31,297
2025-05-26,SO/2025-26/623,DURASHINE RIDGE (P.R),,922.03,18440.60,2025-05-31,297
2025-05-26,SO/2025-26/627,DURASHINE (B) 14 X 47 MM,,2282.71,34240.65,2025-05-31,297
2025-05-26,SO/2025-26/627,DURASHINE (B) 18 X 37 MM,,2144.75,21447.50,2025-05-31,297
2025-05-26,SO/2025-26/628,GC 0.45 x 1220 x 14,,1688.13,42203.25,2025-05-31,297
2025-05-26,SO/2025-26/631,GC  0.25 x 800 x 08,,398.31,398.31,2025-05-31,297
2025-05-26,SO/2025-26/631,GC  0.25 x 800 x 10,,486.44,1459.32,2025-05-31,297
2025-05-26,SO/2025-26/631,GC 0.35 x 800 x 10,,643.22,9648.30,2025-05-31,297
2025-05-26,SO/2025-26/634,GC  0.25 x 800 x 12,,580.50,580.50,2025-05-31,297
2025-05-26,SO/2025-26/634,GC 0.30 x 800 x 12,,666.10,666.10,2025-05-31,297
2025-05-26,SO/2025-26/634,GC 0.35 x 800 x 06,,375.42,22525.20,2025-05-31,297
2025-05-26,SO/2025-26/638,GC 0.45 x 1220 x 12,,1446.61,43398.30,2025-05-31,297
2025-05-26,SO/2025-26/638,GC 0.45 x 910 x 14,,1257.62,20121.92,2025-05-31,297
2025-05-26,SO/2025-26/639,GC 0.35 x 800 x 14,,1359.32,203898.00,2025-05-31,297
2025-05-26,SO/2025-26/639,GC 0.45 x 1220 x 10,,1206.77,1206.77,2025-05-31,297
2025-05-26,SO/2025-26/646,12mm12SqDrStdHandHexSocket,,46.56,465.60,2025-05-31,297
2025-05-26,SO/2025-26/646,RINGSPANNERS24X26,,161.71,1617.10,2025-05-31,297
2025-05-26,SO/2025-26/646,AdjustableWrench12,,355.51,6399.18,2025-05-31,297
2025-05-26,SO/2025-26/646,STILLSONPIPEWRENCH24,,911.73,1823.46,2025-05-31,297
2025-05-26,SO/2025-26/646,Screw Driver Flat Tip 10x300,,135.91,815.46,2025-05-31,297
2025-05-26,SO/2025-26/646,Screw Driver Flat Tip 8x300,,92.49,924.90,2025-05-31,297
2025-05-26,SO/2025-26/646,DOESpannerSetof8BoxPacking,,268.05,1340.25,2025-05-31,297
2025-05-26,SO/2025-26/646,16mm12SqDrStdHandHexSocket,,46.56,931.20,2025-05-31,297
2025-05-27,SO/2025-26/648,GC  0.25 x 800 x 07,,344.92,34492.00,2025-06-01,296
2025-05-27,SO/2025-26/650,GC 0.30 x 800 x 08,,462.71,462.71,2025-06-01,296
2025-05-27,SO/2025-26/650,GC 0.35 x 800 x 10,,643.22,6432.20,2025-06-01,296
2025-05-27,SO/2025-26/651,GC  0.25 x 800 x 14,,680.50,17012.50,2025-06-01,296
2025-05-27,SO/2025-26/652,GC 0.45 x 840 x 08,,654.24,29440.80,2025-06-01,296
